Director,Actor/Actress,Movies
Kogonada,Colin Farrell,"['A Big Bold Beautiful Journey', 'After Yang']"
Kogonada,Haley Lu Richardson,['Columbus']
Kogonada,Jodie Turner-Smith,['After Yang']
Kogonada,John Cho,['Columbus']
Kogonada,Justin H. Min,['After Yang']
Kogonada,Malea Emma Tjandrawidjaja,['After Yang']
Kogonada,Margot Robbie,['A Big Bold Beautiful Journey']
Kogonada,Michelle Forbes,['Columbus']
Kogonada,Parker Posey,['Columbus']
Kogonada,Phoebe Waller-Bridge,['A Big Bold Beautiful Journey']
Kogonada,Taylor Ayala,['A Big Bold Beautiful Journey']
Kohei Yoshino,Massimo Biondi,"['The Silent Service', 'The Silent Service']"
Kohei Yoshino,Rick Amsbury,['The Silent Service']
Kohei Yoshino,Takao Osawa,['The Silent Service']
Konstantin Bojanov,Auroshikha Dey,['The Shameless']
Konstantin Bojanov,Kiran Bhivagade,['The Shameless']
Konstantin Bojanov,Mita Vashisht,['The Shameless']
Konstantin Bojanov,Tanmay Dhanania,['The Shameless']
Konstantin Khabenskiy,Christopher Lambert,['Sobibor']
Konstantin Khabenskiy,Dainius Kazlauskas,['Sobibor']
Konstantin Khabenskiy,Felice Jankell,['Sobibor']
Konstantin Khabenskiy,Konstantin Khabenskiy,['Sobibor']
Kore-eda Hirokazu,Ayu Kitaura,['Dare mo shiranai']
Kore-eda Hirokazu,Bae Doona,['Beurokeo']
Kore-eda Hirokazu,Eita Nagayama,['Kaibutsu']
Kore-eda Hirokazu,Gang Dong-won,['Beurokeo']
Kore-eda Hirokazu,Hiei Kimura,['Dare mo shiranai']
Kore-eda Hirokazu,Hinata Hiiragi,['Kaibutsu']
Kore-eda Hirokazu,IU,['Beurokeo']
Kore-eda Hirokazu,Kirin Kiki,['Manbiki kazoku']
Kore-eda Hirokazu,Lily Franky,['Manbiki kazoku']
Kore-eda Hirokazu,Mayu Matsuoka,['Manbiki kazoku']
Kore-eda Hirokazu,Momoko Shimizu,['Dare mo shiranai']
Kore-eda Hirokazu,Sakura Andô,"['Kaibutsu', 'Manbiki kazoku']"
Kore-eda Hirokazu,Song Kang-ho,['Beurokeo']
Kore-eda Hirokazu,Soya Kurokawa,['Kaibutsu']
Kore-eda Hirokazu,Yûya Yagira,['Dare mo shiranai']
Kornél Mundruczó,Ellen Burstyn,['Pieces of a Woman']
Kornél Mundruczó,Iliza Shlesinger,['Pieces of a Woman']
Kornél Mundruczó,Shia LaBeouf,['Pieces of a Woman']
Kornél Mundruczó,Vanessa Kirby,['Pieces of a Woman']
Kourosh Ahari,Aldis Hodge,['Parallel']
Kourosh Ahari,Danielle Deadwyler,['Parallel']
Kourosh Ahari,Edwin Hodge,['Parallel']
Krishnadev Yagnik,Hiten Kumar,['Vash']
Krishnadev Yagnik,Hitu Kanodia,['Vash']
Krishnadev Yagnik,Janki Bodiwala,['Vash']
Krishnadev Yagnik,Niilam Paanchal,['Vash']
Kristen Bell,Idina Menzel,['Frozen III']
Kristen Bell,Jonathan Groff,['Frozen III']
Kristen Bell,Josh Gad,['Frozen III']
Kristen Stewart,Imogen Poots,['The Chronology of Water']
Kristian Levring,Eric Cantona,['The Salvation']
Kristian Levring,Eva Green,['The Salvation']
Kristian Levring,Jeffrey Dean Morgan,['The Salvation']
Kristian Levring,Mads Mikkelsen,['The Salvation']
Kristin Gore,Damian Kulash,['The Beanie Bubble']
Kristin Gore,Elizabeth Banks,['The Beanie Bubble']
Kristin Gore,Geraldine Viswanathan,['The Beanie Bubble']
Kristin Gore,Sarah Snook,['The Beanie Bubble']
Kristin Gore,Zach Galifianakis,['The Beanie Bubble']
Kristin Scott Thomas,Emily Beecham,['North Star']
Kristin Scott Thomas,Roger Ashton-Griffiths,['North Star']
Kristin Scott Thomas,Scarlett Johansson,['North Star']
Kristin Scott Thomas,Sienna Miller,['North Star']
Kristina Buozyte,Bruno Samper,['Vesper']
Kristina Buozyte,Eddie Marsan,['Vesper']
Kristina Buozyte,Raffiella Chapman,['Vesper']
Kristina Buozyte,Richard Brake,['Vesper']
Kristina Buozyte,Rosy McEwen,['Vesper']
Kristoffer Borgli,Eirik Sæther,['Syk pike']
Kristoffer Borgli,Fanny Vaager,['Syk pike']
Kristoffer Borgli,Jessica Clement,['Dream Scenario']
Kristoffer Borgli,Julianne Nicholson,['Dream Scenario']
Kristoffer Borgli,Kristine Kujath Thorp,['Syk pike']
Kristoffer Borgli,Lily Bird,['Dream Scenario']
Kristoffer Borgli,Nicolas Cage,['Dream Scenario']
Kristoffer Borgli,Sarah Francesca Brænne,['Syk pike']
Kristoffer Nyholm,Emma King,['The Vanishing']
Kristoffer Nyholm,Gary Lewis,['The Vanishing']
Kristoffer Nyholm,Gerard Butler,['The Vanishing']
Kristoffer Nyholm,Peter Mullan,['The Vanishing']
Kriv Stenders,Aaron Glenane,['Danger Close: The Battle of Long Tan']
Kriv Stenders,Alexander England,['Danger Close: The Battle of Long Tan']
Kriv Stenders,Josh Lucas,['Red Dog']
Kriv Stenders,Luke Ford,['Red Dog']
Kriv Stenders,Rachael Taylor,['Red Dog']
Kriv Stenders,Rohan Nichol,['Red Dog']
Kriv Stenders,Toby Blome,['Danger Close: The Battle of Long Tan']
Kriv Stenders,Travis Fimmel,['Danger Close: The Battle of Long Tan']
Krzysztof Kieslowski,Benoît Régent,['Trois couleurs: Bleu']
Krzysztof Kieslowski,Frédérique Feder,['Trois couleurs: Rouge']
Krzysztof Kieslowski,Halina Gryglaszewska,['La double vie de Véronique']
Krzysztof Kieslowski,Irène Jacob,"['Trois couleurs: Rouge', 'La double vie de Véronique']"
Krzysztof Kieslowski,Janusz Gajos,['Trois couleurs: Blanc']
Krzysztof Kieslowski,Jean-Louis Trintignant,['Trois couleurs: Rouge']
Krzysztof Kieslowski,Jean-Pierre Lorit,['Trois couleurs: Rouge']
Krzysztof Kieslowski,Jerzy Stuhr,['Trois couleurs: Blanc']
Krzysztof Kieslowski,Julie Delpy,"['Trois couleurs: Bleu', 'Trois couleurs: Blanc']"
Krzysztof Kieslowski,Juliette Binoche,['Trois couleurs: Bleu']
Krzysztof Kieslowski,Kalina Jedrusik,['La double vie de Véronique']
Krzysztof Kieslowski,Wladyslaw Kowalski,['La double vie de Véronique']
Krzysztof Kieslowski,Zbigniew Zamachowski,"['Trois couleurs: Bleu', 'Trois couleurs: Blanc']"
Kunal Kemmu,Avinash Tiwary,['Madgaon Express']
Kunal Kemmu,Divyendu Sharma,['Madgaon Express']
Kunal Kemmu,Nora Fatehi,['Madgaon Express']
Kunal Kemmu,Pratik Gandhi,['Madgaon Express']
Kunihiko Yuyama,Eric Stuart,['Gekijôban Poketto Monsutâ: Myûtsû no Gyakushû']
Kunihiko Yuyama,Rachael Lillis,['Gekijôban Poketto Monsutâ: Myûtsû no Gyakushû']
Kunihiko Yuyama,Rica Matsumoto,['Gekijôban Poketto Monsutâ: Myûtsû no Gyakushû']
Kunihiko Yuyama,Veronica Taylor,['Gekijôban Poketto Monsutâ: Myûtsû no Gyakushû']
Kurt Kuenne,Andrew Bagby,['Dear Zachary: A Letter to a Son About His Father']
Kurt Kuenne,David Bagby,['Dear Zachary: A Letter to a Son About His Father']
Kurt Kuenne,Kathleen Bagby,['Dear Zachary: A Letter to a Son About His Father']
Kurt Kuenne,Kurt Kuenne,['Dear Zachary: A Letter to a Son About His Father']
Kurt Neumann,David Hedison,['The Fly']
Kurt Neumann,Grace Bradley,['Brooklyn Orchid']
Kurt Neumann,Herbert Marshall,['The Fly']
Kurt Neumann,Joe Sawyer,['Brooklyn Orchid']
Kurt Neumann,Marjorie Woodworth,['Brooklyn Orchid']
Kurt Neumann,Patricia Owens,['The Fly']
Kurt Neumann,Vincent Price,['The Fly']
Kurt Neumann,William Bendix,['Brooklyn Orchid']
Kurt Wimmer,Bruce Spence,['Children of the Corn']
Kurt Wimmer,Callan Mulvey,['Children of the Corn']
Kurt Wimmer,Cameron Bright,['Ultraviolet']
Kurt Wimmer,Christian Bale,['Equilibrium']
Kurt Wimmer,Elena Kampouris,['Children of the Corn']
Kurt Wimmer,Emily Watson,['Equilibrium']
Kurt Wimmer,Kate Moyer,['Children of the Corn']
Kurt Wimmer,Milla Jovovich,['Ultraviolet']
Kurt Wimmer,Nick Chinlund,['Ultraviolet']
Kurt Wimmer,Sean Bean,['Equilibrium']
Kurt Wimmer,Sebastien Andrieu,['Ultraviolet']
Kurt Wimmer,Taye Diggs,['Equilibrium']
Kurtis David Harder,Cassandra Naud,['Influencer']
Kurtis David Harder,Emily Tennant,['Influencer']
Kurtis David Harder,Justin Sams,['Influencer']
Kurtis David Harder,Rory J Saper,['Influencer']
Kwang Il Han,Graham McTavish,['The Witcher: Nightmare of the Wolf']
Kwang Il Han,Lara Pulver,['The Witcher: Nightmare of the Wolf']
Kwang Il Han,Mary McDonnell,['The Witcher: Nightmare of the Wolf']
Kwang Il Han,Theo James,['The Witcher: Nightmare of the Wolf']
Kwon Lee,Jo Bok-rae,['Doeorak']
Kwon Lee,Kim Sung-oh,['Doeorak']
Kwon Lee,Kim Ye-won,['Doeorak']
Kwon Lee,Kong Hyo-jin,['Doeorak']
Kyle Balda,Alan Arkin,['Minions: The Rise of Gru']
Kyle Balda,Brad Ableson,['Minions: The Rise of Gru']
Kyle Balda,Eric Guillon,['Despicable Me 3']
Kyle Balda,Jon Hamm,['Minions']
Kyle Balda,Jonathan del Val,['Minions: The Rise of Gru']
Kyle Balda,Kristen Wiig,['Despicable Me 3']
Kyle Balda,Michael Keaton,['Minions']
Kyle Balda,Miranda Cosgrove,['Despicable Me 3']
Kyle Balda,Sandra Bullock,['Minions']
Kyle Balda,Steve Carell,"['Despicable Me 3', 'Minions: The Rise of Gru']"
Kyle Balda,Taraji P. Henson,['Minions: The Rise of Gru']
Kyle Balda,Trey Parker,['Despicable Me 3']
Kyle Edward Ball,Dali Rose Tetreault,['Skinamarink']
Kyle Edward Ball,Jaime Hill,['Skinamarink']
Kyle Edward Ball,Lucas Paul,['Skinamarink']
Kyle Edward Ball,Ross Paul,['Skinamarink']
Kyle Hausmann-Stokes,Ed Harris,['My Dead Friend Zoe']
Kyle Hausmann-Stokes,Morgan Freeman,['My Dead Friend Zoe']
Kyle Hausmann-Stokes,Natalie Morales,['My Dead Friend Zoe']
Kyle Hausmann-Stokes,Sonequa Martin-Green,['My Dead Friend Zoe']
Kyle Marvin,Jane Fonda,['80 for Brady']
Kyle Marvin,Lily Tomlin,['80 for Brady']
Kyle Marvin,Rita Moreno,['80 for Brady']
Kyle Marvin,Sally Field,['80 for Brady']
Kyle Mooney,Daniel Zolghadri,['Y2K']
Kyle Mooney,Jaeden Martell,['Y2K']
Kyle Mooney,Julian Dennison,['Y2K']
Kyle Mooney,Rachel Zegler,['Y2K']
Kyle Newacheck,Adam Devine,"['Game Over, Man!']"
Kyle Newacheck,Adam Sandler,['Murder Mystery']
Kyle Newacheck,Anders Holm,"['Game Over, Man!']"
Kyle Newacheck,Blake Anderson,"['Game Over, Man!']"
Kyle Newacheck,Chloe Bridges,"['Game Over, Man!']"
Kyle Newacheck,Jennifer Aniston,['Murder Mystery']
Kyle Newacheck,Luke Evans,['Murder Mystery']
Kyle Newacheck,Terence Stamp,['Murder Mystery']
Kyle Newman,Dan Fogler,['Fanboys']
Kyle Newman,Jaime King,['Barely Lethal']
Kyle Newman,Jay Baruchel,['Fanboys']
Kyle Newman,Kristen Bell,['Fanboys']
Kyle Newman,Madeleine Stack,['Barely Lethal']
Kyle Newman,Sam Huntington,['Fanboys']
Kyle Newman,Samuel L. Jackson,['Barely Lethal']
Kyle Newman,Sophie Turner,['Barely Lethal']
Kyle Patrick Alvarez,Billy Barratt,['Crater']
Kyle Patrick Alvarez,Billy Crudup,['The Stanford Prison Experiment']
Kyle Patrick Alvarez,Ezra Miller,['The Stanford Prison Experiment']
Kyle Patrick Alvarez,Isaiah Russell-Bailey,['Crater']
Kyle Patrick Alvarez,Mckenna Grace,['Crater']
Kyle Patrick Alvarez,Olivia Thirlby,['The Stanford Prison Experiment']
Kyle Patrick Alvarez,Orson Hong,['Crater']
Kyle Patrick Alvarez,Tye Sheridan,['The Stanford Prison Experiment']
Kyle Rankin,Brooke Nevin,['Infestation']
Kyle Rankin,Christopher Rodriguez Marquette,['Infestation']
Kyle Rankin,E. Quincy Sloan,['Infestation']
Kyle Rankin,Eli Brown,['Run Hide Fight']
Kyle Rankin,Isabel May,['Run Hide Fight']
Kyle Rankin,Kinsey Packard,['Infestation']
Kyle Rankin,Radha Mitchell,['Run Hide Fight']
Kyle Rankin,Thomas Jane,['Run Hide Fight']
Kyra Sedgwick,Alexandra Shipp,['Space Oddity']
Kyra Sedgwick,Kyle Allen,['Space Oddity']
Kyra Sedgwick,Madeline Brewer,['Space Oddity']
Kyra Sedgwick,Simon Helberg,['Space Oddity']
Kyu-dong Min,Ju Ji-hoon,['Gansin']
Kyu-dong Min,Kim Kang-woo,['Gansin']
Kyu-dong Min,Lee Yoo-young,['Gansin']
Kyu-dong Min,Lim Ji-yeon,['Gansin']
Kôji Morimoto,Frank Todaro,['Memorîzu']
Kôji Morimoto,Katsuhiro Ôtomo,['Memorîzu']
Kôji Morimoto,Laura Post,['Memorîzu']
Kôji Morimoto,Marc Swint,['Memorîzu']
Kôji Morimoto,Robbie Daymond,['Memorîzu']
Kôji Morimoto,Tensai Okamura,['Memorîzu']
Kôji Shiraishi,Hiroaki Kawatsure,['Gurotesuku']
Kôji Shiraishi,Jin Muraki,['Noroi']
Kôji Shiraishi,Kotoha Hiroyama,['Gurotesuku']
Kôji Shiraishi,Marika Matsumoto,['Noroi']
Kôji Shiraishi,Rio Kanno,['Noroi']
Kôji Shiraishi,Shigeo Ôsako,['Gurotesuku']
Kôji Shiraishi,Tomono Kuga,['Noroi']
Kôji Shiraishi,Tsugumi Nagasawa,['Gurotesuku']
L.Q. Jones,Don Johnson,['A Boy and His Dog']
L.Q. Jones,Jason Robards,['A Boy and His Dog']
L.Q. Jones,Susanne Benton,['A Boy and His Dog']
L.Q. Jones,Tim McIntire,['A Boy and His Dog']
Laetitia Colombani,Danish Iqbal,['The Braid']
Laetitia Colombani,Mia Maelzer,['The Braid']
Laetitia Colombani,Nehpal Gautam,['The Braid']
Laetitia Colombani,Sajda Pathan,['The Braid']
Lajos Koltai,Katica Nagy,['Semmelweis']
Lajos Koltai,Kovács Tamás,['Semmelweis']
Lajos Koltai,László Gálffi,['Semmelweis']
Lajos Koltai,Miklós H. Vecsei,['Semmelweis']
Lakambini Morales,Joana David,['Red Flag']
Lakambini Morales,Mhack Morales,['Red Flag']
Lakambini Morales,Micaella Raz,['Red Flag']
Lakambini Morales,Mon Mendoza,['Red Flag']
Lambert Hillyer,Edward Van Sloan,"[""Dracula's Daughter""]"
Lambert Hillyer,Gloria Holden,"[""Dracula's Daughter""]"
Lambert Hillyer,Marguerite Churchill,"[""Dracula's Daughter""]"
Lambert Hillyer,Otto Kruger,"[""Dracula's Daughter""]"
Lamberto Bava,Fiore Argento,['Dèmoni']
Lamberto Bava,Karl Zinny,['Dèmoni']
Lamberto Bava,Natasha Hovey,['Dèmoni']
Lamberto Bava,Urbano Barberini,['Dèmoni']
Lamont Johnson,Andrea Marcovicci,['Spacehunter: Adventures in the Forbidden Zone']
Lamont Johnson,Ernie Hudson,['Spacehunter: Adventures in the Forbidden Zone']
Lamont Johnson,Molly Ringwald,['Spacehunter: Adventures in the Forbidden Zone']
Lamont Johnson,Peter Strauss,['Spacehunter: Adventures in the Forbidden Zone']
Lana Wachowski,Channing Tatum,['Jupiter Ascending']
Lana Wachowski,Christina Ricci,['Speed Racer']
Lana Wachowski,Eddie Redmayne,['Jupiter Ascending']
Lana Wachowski,Emile Hirsch,['Speed Racer']
Lana Wachowski,Gina Gershon,['Bound']
Lana Wachowski,Jennifer Tilly,['Bound']
Lana Wachowski,Joe Pantoliano,['Bound']
Lana Wachowski,John P. Ryan,['Bound']
Lana Wachowski,Jonathan Groff,['The Matrix Resurrections']
Lana Wachowski,Matthew Fox,['Speed Racer']
Lana Wachowski,Mila Kunis,['Jupiter Ascending']
Lana Wachowski,Nicholas Elia,['Speed Racer']
Lana Wachowski,Sean Bean,['Jupiter Ascending']
Lana Wachowski,Yahya Abdul-Mateen II,['The Matrix Resurrections']
Lance Hool,Adan Canto,['2 Hearts']
Lance Hool,Jacob Elordi,['2 Hearts']
Lance Hool,Radha Mitchell,['2 Hearts']
Lance Hool,Tiera Skovbye,['2 Hearts']
Lance Mungia,Marcus Chong,['The Crow: Wicked Prayer']
Lance Mungia,Tara Reid,['The Crow: Wicked Prayer']
Lance Mungia,Tito Ortiz,['The Crow: Wicked Prayer']
Lance Mungia,Yuji Okumoto,['The Crow: Wicked Prayer']
Lance Oppenheim,Ari Nagel,['Spermworld']
Lance Oppenheim,Atasha Peña Clay,['Spermworld']
Lance Oppenheim,Rachel Stanley,['Spermworld']
Lance Oppenheim,Tyree Kelly,['Spermworld']
Lance Young,Casey Siemaszko,['Bliss']
Lance Young,Craig Sheffer,['Bliss']
Lance Young,Sheryl Lee,['Bliss']
Lance Young,Terence Stamp,['Bliss']
Lara Gallagher,Otmara Marrero,['Clementine']
Lara Gallagher,Ramsey,['Clementine']
Lara Gallagher,Sonya Walger,['Clementine']
Lara Gallagher,Sydney Sweeney,['Clementine']
Larry Charles,Aaron Jackson,['Dicks: The Musical']
Larry Charles,Amar Chadha-Patel,['Army of One']
Larry Charles,Anna Faris,['The Dictator']
Larry Charles,Ben Kingsley,['The Dictator']
Larry Charles,Chester,['Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan']
Larry Charles,Chibundu Orukwowu,['Brüno']
Larry Charles,Clifford Bañagale,['Brüno']
Larry Charles,Gustaf Hammarsten,['Brüno']
Larry Charles,John C. Reilly,['The Dictator']
Larry Charles,Josh Sharp,['Dicks: The Musical']
Larry Charles,Ken Davitian,['Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan']
Larry Charles,Luenell,['Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan']
Larry Charles,Megan Mullally,['Dicks: The Musical']
Larry Charles,Nathan Lane,['Dicks: The Musical']
Larry Charles,Nicolas Cage,['Army of One']
Larry Charles,Russell Brand,['Army of One']
Larry Charles,Wendi McLendon-Covey,['Army of One']
Larry Clark,Adam Chubbuck,['Ken Park']
Larry Clark,Adam Mediano,['Marfa Girl']
Larry Clark,Bijou Phillips,['Bully']
Larry Clark,Brad Renfro,['Bully']
Larry Clark,Chloë Sevigny,['Kids']
Larry Clark,Diane Rouxel,['The Smell of Us']
Larry Clark,Drake Burnette,['Marfa Girl']
Larry Clark,Eddie Daniels,['Ken Park']
Larry Clark,Edward Lachman,['Ken Park']
Larry Clark,Hugo Behar-Thinières,['The Smell of Us']
Larry Clark,James Bullard,['Ken Park']
Larry Clark,Jeremy St. James,['Marfa Girl']
Larry Clark,Justin Pierce,['Kids']
Larry Clark,Leo Fitzpatrick,['Kids']
Larry Clark,Lukas Ionesco,['The Smell of Us']
Larry Clark,Mary Farley,['Marfa Girl']
Larry Clark,Nick Stahl,['Bully']
Larry Clark,Rachel Miner,['Bully']
Larry Clark,Sarah Henderson,['Kids']
Larry Clark,Seth Gray,['Ken Park']
Larry Clark,Théo Cholbi,['The Smell of Us']
Larry Cohen,Andrea Marcovicci,['The Stuff']
Larry Cohen,Candy Clark,['Q']
Larry Cohen,David Carradine,['Q']
Larry Cohen,Eric Roberts,['The Ambulance']
Larry Cohen,Garrett Morris,['The Stuff']
Larry Cohen,James Earl Jones,['The Ambulance']
Larry Cohen,Megan Gallagher,['The Ambulance']
Larry Cohen,Michael Moriarty,"['The Stuff', 'Q']"
Larry Cohen,Paul Sorvino,['The Stuff']
Larry Cohen,Red Buttons,['The Ambulance']
Larry Cohen,Richard Roundtree,['Q']
Larry Ferguson,Charlie Sheen,['Beyond the Law']
Larry Ferguson,Courtney B. Vance,['Beyond the Law']
Larry Ferguson,Linda Fiorentino,['Beyond the Law']
Larry Ferguson,Michael Madsen,['Beyond the Law']
Larry Fessenden,Joseph Castillo-Midyett,['Blackout']
Larry Fessenden,Kevin Corrigan,['Blackout']
Larry Fessenden,Marshall Bell,['Blackout']
Larry Fessenden,Michael Buscemi,['Blackout']
Larry Gross,Adam Baldwin,['3:15']
Larry Gross,Deborah Foreman,['3:15']
Larry Gross,Jesse Aragon,['3:15']
Larry Gross,Rene Auberjonois,['3:15']
Larry Yang,Haocun Liu,['Long ma jing shen']
Larry Yang,Jackie Chan,['Long ma jing shen']
Larry Yang,Kevin Guo,['Long ma jing shen']
Larry Yang,Yueting Lang,['Long ma jing shen']
Lars Klevberg,Ben Daon,"[""Child's Play""]"
Lars Klevberg,Kathryn Prescott,['Polaroid']
Lars Klevberg,Keenan Tracey,['Polaroid']
Lars Klevberg,Samantha Logan,['Polaroid']
Lars Klevberg,Serge Jaswal,"[""Child's Play""]"
Lars Klevberg,Tim Matheson,"[""Child's Play""]"
Lars Klevberg,Tyler Young,['Polaroid']
Lars Klevberg,Zahra Anderson,"[""Child's Play""]"
Lars von Trier,Alexander Skarsgård,['Melancholia']
Lars von Trier,Anne Louise Hassing,['Idioterne']
Lars von Trier,Björk,['Dancer in the Dark']
Lars von Trier,Bodil Jørgensen,['Idioterne']
Lars von Trier,Bruno Ganz,['The House That Jack Built']
Lars von Trier,Bryce Dallas Howard,['Manderlay']
Lars von Trier,Catherine Deneuve,['Dancer in the Dark']
Lars von Trier,Danny Glover,['Manderlay']
Lars von Trier,David Morse,['Dancer in the Dark']
Lars von Trier,Emily Watson,['Breaking the Waves']
Lars von Trier,Harriet Andersson,['Dogville']
Lars von Trier,Isaach De Bankolé,['Manderlay']
Lars von Trier,Jamie Bell,['Nymphomaniac: Vol. II']
Lars von Trier,Jean-Marc Barr,['Breaking the Waves']
Lars von Trier,Jens Albinus,['Idioterne']
Lars von Trier,Katrin Cartlidge,['Breaking the Waves']
Lars von Trier,Kiefer Sutherland,['Melancholia']
Lars von Trier,Kirsten Dunst,['Melancholia']
Lars von Trier,Lauren Bacall,['Dogville']
Lars von Trier,Matt Dillon,['The House That Jack Built']
Lars von Trier,Nicole Kidman,['Dogville']
Lars von Trier,Paul Bettany,['Dogville']
Lars von Trier,Peter Stormare,['Dancer in the Dark']
Lars von Trier,Shia LaBeouf,['Nymphomaniac: Vol. I']
Lars von Trier,Siobhan Fallon Hogan,['The House That Jack Built']
Lars von Trier,Stacy Martin,['Nymphomaniac: Vol. I']
Lars von Trier,Storm Acheche Sahlstrøm,['Antichrist']
Lars von Trier,Troels Lyby,['Idioterne']
Lars von Trier,Uma Thurman,['The House That Jack Built']
Laslo Benedek,Lee Marvin,['The Wild One']
Laslo Benedek,Marlon Brando,['The Wild One']
Laslo Benedek,Mary Murphy,['The Wild One']
Laslo Benedek,Robert Keith,['The Wild One']
Lasse Hallström,Alfred Molina,['Chocolat']
Lasse Hallström,Amanda Seyfried,['Dear John']
Lasse Hallström,Amr Waked,['Salmon Fishing in the Yemen']
Lasse Hallström,Anki Lidén,['Mitt liv som hund']
Lasse Hallström,Anton Glanzelius,['Mitt liv som hund']
Lasse Hallström,Bryce Gheisar,"[""A Dog's Purpose""]"
Lasse Hallström,Cary-Hiroyuki Tagawa,"[""Hachi: A Dog's Tale""]"
Lasse Hallström,Channing Tatum,['Dear John']
Lasse Hallström,Charlize Theron,['The Cider House Rules']
Lasse Hallström,Charlotte Le Bon,['The Hundred-Foot Journey']
Lasse Hallström,Cobie Smulders,['Safe Haven']
Lasse Hallström,David Lyons,['Safe Haven']
Lasse Hallström,Delroy Lindo,['The Cider House Rules']
Lasse Hallström,Dennis Quaid,"[""A Dog's Purpose"", 'Something to Talk About']"
Lasse Hallström,Emily Blunt,['Salmon Fishing in the Yemen']
Lasse Hallström,Ewan McGregor,['Salmon Fishing in the Yemen']
Lasse Hallström,Gena Rowlands,['Something to Talk About']
Lasse Hallström,Heath Ledger,['Casanova']
Lasse Hallström,Helen Mirren,"['The Hundred-Foot Journey', 'The Nutcracker and the Four Realms']"
Lasse Hallström,Henry Thomas,['Dear John']
Lasse Hallström,Jennifer Lopez,['An Unfinished Life']
Lasse Hallström,Jeremy Irons,['Casanova']
Lasse Hallström,Joan Allen,"[""Hachi: A Dog's Tale""]"
Lasse Hallström,Joe Johnston,['The Nutcracker and the Four Realms']
Lasse Hallström,Johnny Depp,"[""What's Eating Gilbert Grape"", 'Chocolat']"
Lasse Hallström,Josh Duhamel,['Safe Haven']
Lasse Hallström,Josh Gad,"[""A Dog's Purpose""]"
Lasse Hallström,Josh Lucas,['An Unfinished Life']
Lasse Hallström,Judi Dench,['Chocolat']
Lasse Hallström,Julia Roberts,['Something to Talk About']
Lasse Hallström,Julianne Hough,['Safe Haven']
Lasse Hallström,Juliette Binoche,['Chocolat']
Lasse Hallström,Juliette Lewis,"[""What's Eating Gilbert Grape""]"
Lasse Hallström,Keira Knightley,['The Nutcracker and the Four Realms']
Lasse Hallström,Kristin Scott Thomas,['Salmon Fishing in the Yemen']
Lasse Hallström,Leonardo DiCaprio,"[""What's Eating Gilbert Grape""]"
Lasse Hallström,Mackenzie Foy,['The Nutcracker and the Four Realms']
Lasse Hallström,Manish Dayal,['The Hundred-Foot Journey']
Lasse Hallström,Mary Steenburgen,"[""What's Eating Gilbert Grape""]"
Lasse Hallström,Melinda Kinnaman,['Mitt liv som hund']
Lasse Hallström,Michael Caine,['The Cider House Rules']
Lasse Hallström,Morgan Freeman,"['The Nutcracker and the Four Realms', 'An Unfinished Life']"
Lasse Hallström,Oliver Platt,['Casanova']
Lasse Hallström,Om Puri,['The Hundred-Foot Journey']
Lasse Hallström,Peggy Lipton,"[""A Dog's Purpose""]"
Lasse Hallström,Richard Gere,"[""Hachi: A Dog's Tale""]"
Lasse Hallström,Richard Jenkins,['Dear John']
Lasse Hallström,Robert Duvall,['Something to Talk About']
Lasse Hallström,Robert Redford,['An Unfinished Life']
Lasse Hallström,Sarah Roemer,"[""Hachi: A Dog's Tale""]"
Lasse Hallström,Sienna Miller,['Casanova']
Lasse Hallström,Tobey Maguire,['The Cider House Rules']
Lasse Hallström,Tomas von Brömssen,['Mitt liv som hund']
Laura Chinn,Daniella Taylor,['Suncoast']
Laura Chinn,Laura Linney,['Suncoast']
Laura Chinn,Nico Parker,['Suncoast']
Laura Chinn,Woody Harrelson,['Suncoast']
Laura McGann,Alessia Zecchini,['The Deepest Breath']
Laura McGann,Leigh Baker,['The Deepest Breath']
Laura McGann,Mahmoud Barracuda,['The Deepest Breath']
Laura McGann,Stephen Keenan,['The Deepest Breath']
Laura Moss,A.J. Lister,['Birth/Rebirth']
Laura Moss,Breeda Wool,['Birth/Rebirth']
Laura Moss,Judy Reyes,['Birth/Rebirth']
Laura Moss,Marin Ireland,['Birth/Rebirth']
Laura Poitras,David Velasco,['All the Beauty and the Bloodshed']
Laura Poitras,Marina Berio,['All the Beauty and the Bloodshed']
Laura Poitras,Megan Kapler,['All the Beauty and the Bloodshed']
Laura Poitras,Nan Goldin,['All the Beauty and the Bloodshed']
Laura Steinel,Brian Tyree Henry,['Family']
Laura Steinel,Bryn Vale,['Family']
Laura Steinel,Jessie Ennis,['Family']
Laura Steinel,Taylor Schilling,['Family']
Laura Terruso,Briana Andrade-Gomes,['Work It']
Laura Terruso,Kalliane Brémault,['Work It']
Laura Terruso,Keiynan Lonsdale,['Work It']
Laura Terruso,Kim Cattrall,['About My Father']
Laura Terruso,Leslie Bibb,['About My Father']
Laura Terruso,Liza Koshy,['Work It']
Laura Terruso,Robert De Niro,['About My Father']
Laura Terruso,Sebastian Maniscalco,['About My Father']
Laure de Clermont-Tonnerre,Emma Corrin,"[""Lady Chatterley's Lover""]"
